augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,5154,계절 따뜻하다 끝 봄 빨리 다가오다,봄이 끝나면 봄이 온다
BR,5155,날 춥다 따뜻하다 끌어안다 가다,날이 추우니 따뜻하게 끌어안고 가
BR,5156,이불 깨끗하다 씻다 끝,이불을 깨끗하게 씻었어
BR,5157,배 가방 위로올리다 까먹다,배에 가방을 놓고 내렸습니다.
BR,5158,자신 느끼다 잃어버리다,자신감을 잃어버리셨나요?
BR,5159,나 몸 불행,내 몸은 불행하다
BR,5160,중 사이 곳 다음 여기,중간정류장 지나서 내려드릴까요?
BR,5161,수화 더 가다 원하다,수화를 더 가고 싶다
BR,5162,포기 가슴 크다 그렇지만 참다 필요,포기하고 싶은 가슴이 크지만 참아야 한다
BR,5163,심하다 독하다 일 만나다,가혹한 일을 당하다
BR,5164,우리 둘 기차 곳 같다,우리는 같은 역에 다닌다
BR,5165,중 사이 곳 전 보다 내리다,중간정류장 못가서 내려주세요.
BR,5166,집중 불량 안되다,집중이 안되나요?
BR,5167,책  여기,서점은 여기에 있습니까?
BR,5168,결혼 남 여 낳다 그렇다면 행복 고생 더 2배,부부를 낳으면 행복과 고생은 두배이다
BR,5169,시간 다음 곳 저기 차내리다,시간 지나서 내려주세요.
BR,5170,계절 덥다 병 뜨겁다 머리 진통,여름에 열이 많이 나고 두통이 심해요.
BR,5171,지하철 수단 정하다 안내하다,지하철 갈아타는 법으로 안내해드릴까요?
BR,5172,산 동물 만나다 칭찬,산에서 야생동물을 만났어요. 저를 칭찬할 것 같아요.
BR,5173,주변 일,근처에서 일이 터졌어요.
BR,5174,우리 둘 고등 학교 같다,우리는 같은 고등학교에 다닌다
BR,5175,다리 실종 찾다 도움받다 가능,다리를 잃어버렸습니다. 도와주실 수 있으세요?
BR,5176,불 끄다,불을 꺼드릴까요?
BR,5177,간 다음 차내리다,간 지나서 내려주세요.
BR,5178,머리카락  포장  곳  어디,머리카락을 포장해서 붙이고 싶은데 어디서 하나요?
BR,5179,1호 T 동아리 무엇,1호선을 타는 팀은 어디인가요?
BR,5180,학생 동생 돌보다 모습 불 같다,그 학생은 조숙해서 동생을 돌보는 품이 불같다
BR,5181,마음 깨끗하다 씻다 끝,마음을 깨끗하게 씻었어
BR,5182,사람 곳,사람은 어디에 있나요?
BR,5183,뱀 돌보다,뱀을 돌보다
BR,5184,초밥 보다 위하다 일본 가다,초밥을 보기 위해 일본에 갔다
BR,5185,수업 -다가 중지,수업 중단했어
BR,5186,장사 안되다 죽다,장사가 안되나요?
BR,5187,만점 합격 기쁘다 불면증,만점에 합격된 것이 기뻐서 잠이 오지 않는다
BR,5188,상세,상세 승강장은 어디에 있습니까?
BR,5189,보물 잃어버리다 실종,보물을 분실하셨나요?
BR,5190,돈 잃어버리다 나가다 중에,돈을 잃어버려서 나가고 있어
BR,5191,구름 저기 곳 다음,구름 지나서 내려드릴까요?
BR,5192,누나 동생 심부름 시키다 병원 보내다,누나가 동생을 병원에 심부름을 보냈다
BR,5193,선생님 학생 뜨겁다 마음 살다 열심히,선생님이 학생에게 열정으로 살고 있다
BR,5194,주택 문 가다,주택 단지 안으로 가주세요.
BR,5195,정신 실종 잃어버리다,정신을 잃어버리셨나요?
BR,5196,성격,성격이 달라서 많이 싸웠다
BR,5197,부탁본인 보람 있다 나 먼저 가다,부탁한 보람이 있어서 먼저 갈게
BR,5198,핸드폰  거래  곳  어디,휴대폰을 거래할 수 있는 곳이 어디입니까?
BR,5199,남편 높다 추락 바람 피흐르다,남편이 높은데서 떨어져서 바람에서 피나요.
BR,5200,바람 몸 끼다,바람에 몸이 끼었어요.
BR,5201,핸드폰  이용  어디,휴대폰을 이용할 수 있는 곳이 어디입니까?
BR,5202,여자 아기 자다 뒤 모습 보다 행복 미소,그녀는 잠든 아이의 뒷모습을 보고 행복한 미소를 지었다
BR,5203,휴대폰 실종,휴대폰을 분실하셨나요?
BR,5204,수류탄 여러 가지 잃어버리다 실종,무기를 분실하였습니다.
BR,5205,여기 죽다 맞다,여기서 죽는 것이 맞나요?
BR,5206,덥다 아이스크림 되다 원하다,너무 더워서 아이스크림 되고 싶어
BR,5207,주차  2번  무엇  곳,제2 주차장은 무엇에 있습니까?
BR,5208,주차  1번  어느 시간,제1 주차장은 언제에 있습니까?
BR,5209,나 랑 많다 돕다본인 가능,나 랑이 많은데 도와줄 수 있어
BR,5210,표현 고장 사용 안되다,표현이 안되네요.
BR,5211,지하철 일 딱,열차 배차 일이 일정한가요?
BR,5212,그녀 대하여 소문 무엇 궁금하다,그녀에 대한 소문이 궁금하다
BR,5213,오늘 상 받다 중에 행복,지금 상을 받고 있어서 행복하다
BR,5214,나 차내리다 맞다,나서 내려드릴까요?
BR,5215,땅 그리다 실종,지도를 분실하였습니다.
BR,5216,너 -보다 새끼 더 마르다,너보다 그 새끼가 더 말랐어
BR,5217,이웃 집 털,옆집에 털이 났어요.
BR,5218,생각을 나타내는 동작 통하다 내리다,동의대학교로 가주세요.
BR,5219,교통카드 소원 등록,교통카드 지원해주세요.
BR,5220,군인 나라 지키다 위하다 전기 힘 맡기다,군인들은 전력을 다해 조국을 지켰다
BR,5221,사랑 뼈곳,사랑이 어디에 있나요?
BR,5222,비행기  안  물건  가지다  불허  무엇,기내반입불허 품목을 알려주세요.
BR,5223,일,일은 어디서 하나요?
BR,5224,친구 먹다 중간 흰 네모 자르다 먹다 말,친구가 음식을 먹다가 말로 방부제를 같이 먹었어요.
BR,5225,시 지다 차내리다 가다,김포시청으로 갈까요?
BR,5226,사람 높다 추락 머리 피흐르다,사람이 높은데서 떨어져서 머리에서 피나요.
BR,5227,선 곳 가깝다,근처에 선 승강장이 있나요?
BR,5228,나 너 기억 불가능,난 너를 기억할 수 없어
BR,5229,쥐 집 지키다 유명하다,쥐는 집을 잘 지키는 동물로 알려져 있다
BR,5230,생명 몸 고장 사용 안되다,생체 인식이 안되네요.
BR,5231,나 ㅈ 세계 살다 -중,나는 지구에 살고 있어
BR,5232,반지 딸 차내리다,공주대학교로 가주세요.
BR,5233,여자 아기 자다 몸 보다 행복 미소,그녀는 잠든 아이의 몸을 보고 행복한 미소를 지었다
BR,5234,캐리어  무게  곳  그 곳,캐리어 무게를 재는 곳은 저쪽인가요?
BR,5235,발 꿈 발바닥,꿈을 접질렀어요.
BR,5236,불행 짓 만나다,불행한 짓을 당하다
BR,5237,자동  문열다  출입  싶다  조사  어디,자동출입조사를 하려고 하는데 어디서 하나요?
BR,5238,가방  맡기다  수  최고  가능  몇,위탁 수하물의 수 한도는 몇 Kg인가요?
BR,5239,집 귀신,집에 귀신이 났어요.
BR,5240,날 춥다 따뜻하다 가지다 가다,날이 추우니 따뜻하게 가지고 가
BR,5241,돈 다행,다행인가요?
BR,5242,개시,준비 개시!
BR,5243,불마음 열심 변하다 마음 열심,불성실한 일은 없다
BR,5244,바닥 가방 위로올리다 까먹다,바닥에 가방을 놓고 내렸습니다.
BR,5245,술 취하다 나무 막대 사람 찌르다 ,술 취한 사람이 방망이로 사람들을 찌르고 있어요.
BR,5246,항공  짐  검사  두다  곳  여기,수하물보관소가 여기에 있습니까?
BR,5247,자동  문열다  우편  싶다  신고  어디,자동우편신고를 하려고 하는데 어디서 하나요?
BR,5248,도시 가운데 전 저기 곳 차내리다,시내정류장 못가서 내려주세요.
BR,5249,포기 마음 크다 그렇지만 살다 필요,포기하고 싶은 마음이 크지만 살아야 한다
BR,5250,요즘 화 모두 바쁘다 살다 중에,현대 화들은 바쁘게 산다
BR,5251,서울역 안팎을 뒤집는 동작 오다 목적 지하철 갈아타다 몇호,서울역으로 돌아오려면 몇호선으로 갈아타야 하나요?
BR,5252,편지 새 집 지키다 유명하다,비둘기는 집을 잘 지키는 동물로 알려져 있다
BR,5253,웃음 잃어버리다,웃음을 잃어버렸습니다.
BR,5254,침대 가방 위로올리다 까먹다,침대에 가방을 놓고 내렸습니다.
BR,5255,다르다  나라  한국  안  이륙  여기,국제선 출국장이 여기에 있습니까?
BR,5256,쪽 도착 가다,김포쪽으로 갈까요?
BR,5257,불행 삶 만나다,불행한 삶을 당하다
BR,5258,항공  지하철  여기  곳,공항철도는 여기서 탈 수 있습니까?
BR,5259,소매 날다 실종 찾다 도움받다,날개를 잃어버렸습니다. 도와주세요.
BR,5260,시간 다음 내리다,시간 지나서 내려드릴까요?
BR,5261,돈 보증 석방 없다 실종,보석을 분실하였습니다.
BR,5262,아프다 원인 병 집 입원,아파서 병동에 입원했다
BR,5263,머리카락  포장  어디,머리카락을 포장해서 붙이고 싶은데 어디서 하나요?
BR,5264,안면 고장 사용 안되다,안면 인식이 안되나요?
BR,5265,미안 다시 말 생기다 아니다 주의,죄송합니다 다신 이런 말이 없도록 주의하겠습니다.
BR,5266,일 친구 사라지다 실종,동료를 잃어버리셨나요?
BR,5267,북 부 전 저기 곳 내리다,북부정류장 못가서 내려주세요.
BR,5268,기억 모두 덮다 부탁,그 기억들은 깨끗이 덮어라
BR,5269,멀리 오다 참 많다,먼길 오느라 참 많았어
BR,5270,일 동시에 일어나다,일들이 동시에 일어났다
BR,5271,숨다 성질 고장 잘 안되다,음성 인식이 안되나요?
BR,5272,맞다 답 뼈곳,정답은 어디에 있나요?
BR,5273,기분 어렵다,기분이 어려워요
BR,5274,젊다 꼬마 여자 데려가다 걷다,소녀를 데리고 산책하다
BR,5275,사람 모두 기쁘다 저 만저다,모두들 저를 기쁘게 맞아 주었다
BR,5276,미래 위해 미리 마음을 나타내는 동작 정하다 필요하다,미래를 위해 각오해야 한다
BR,5277,별 보다 차내리다,별이 보이면 내려드릴까요?
BR,5278,책 찾다 실종,책을 분실하였습니다.
BR,5279,카페  이것 곳  곳,커피숍은 이곳에 있습니까?
BR,5280,지하철 문 더미 이어폰 떨어지다,지하철 더미 사이로 이어폰이 떨어졌습니다.
BR,5281,짐 물건 무겁다 깔리다,짐이 무거운 물건에 깔렸어요.
BR,5282,지붕 위 주차,옥상에 주차하겠습니다.
BR,5283,지하철 안 에어컨 골짜기,객실 에어콘에서 불쾌한 골짜기가 납니다.
BR,5284,읽다 집 전 차내리다,도서관 못가서 내려주세요.
BR,5285,ㅈ 오늘 -보다 오늘 춥다 아니다,지금보다 오늘이 춥지 않다
BR,5286,들다 미안,들어서 미안해
BR,5287,나무 빽빽하다 다음 곳 저기 내리다,숲 지나서 내려주세요.
BR,5288,그 곳 1호 되다,저기서 1호선을 탈 수 있나요?
BR,5289,중앙 곳 저기 다음 곳,중앙정류장 지나서 내려주세요.
BR,5290,학교 찾다 가다 무엇,학교로 가려면 어떻게 가나요?
BR,5291,남동생 공 타다 학교 장소 가다,남동생이 공을 타고 학교에 갔다
BR,5292,한국  안  다르다  나라  착륙  곳  여기,국제선 입국장이 여기에 있습니까?
BR,5293,사랑 짧다 동안 잊다 쉽다 어렵다,사랑했던 순간을 잊는건 어렵다
BR,5294,땅 그리다 없다 실종,지도를 분실하였습니다.
BR,5295,말 없다 심심하다,할 말이 없어서 심심하다
BR,5296,도 편하다 생각 하지마,쉽게 도 할 생각하지 마라
BR,5297,젊다 꼬마 여자 장난감 먹다 삼키다,소녀가 장난감을 삼켰어요.
BR,5298,준비 잘 안되다 죽다,준비가 안되나요?
BR,5299,불행 했었다 미래 잊다 살다 노력,불행했던 미래는 잊고 살려한다
BR,5300,여자 나 친하다 터,그녀는 나와 아주 친한 터야
BR,5301,누가 우주선 추락,어떤 사람이 우주선에서 추락했어요.
BR,5302,캐리어  무게  어디  문,캐리어 무게를 재는 문은 어디인가요?
BR,5303,상처 받다 후회,상처 받았다면 후회해
BR,5304,모두 위해 미리 준비 필요하다,모두를 위해 준비해야 한다
BR,5305,커피  이것 곳  곳,커피숍은 이곳에 있습니까?
BR,5306,나무 빽빽하다 다음 도착 차내리다,숲 지나서 내려주세요.
BR,5307,먹다  무엇  곳,식당은 무엇에 있습니까?
BR,5308,애 숨 힘들다,애가 숨을 안 쉬어요.
BR,5309,나무 물건 이용 만들다 집 벌레 많다,목재로 만든 집은 벌레가 많다
BR,5310,표현 불량 사용 안되다,표현이 안되네요.
BR,5311,준비 잘 안되다,준비가 안되네요.
BR,5312,멀리 오다 고생 많다,먼길 오느라 고생 많았어
BR,5313,나 돈 때문에 물 울다 -중,돈 때문에 눈물이 많아
BR,5314,도움 사용 불가능 고장,도움이 안되나요?
BR,5315,공항  방문  농인  위하다  링크  드리다,공항을 이용하시는 농인들을 위한 링크를 제공하고 있습니다.
BR,5316,가슴 유치원 다니다 -중,가슴이 유치원을 다니고 있어
BR,5317,이후  또  오다  부탁,이후에 또 이용해 주세요.
BR,5318,캐리어  무게  사람,캐리어 무게를 재는 사람은 어디인가요?
BR,5319,돈 끄다,돈 좀 꺼주세요.
BR,5320,고양이 낳다 그렇다면 행복 고생 더 2배,고양이를 낳으면 행복과 고생은 두배이다
BR,5321,캐리어  눈 나타나 보임  어디,캐리어 표를 재는 곳은 어디인가요?
BR,5322,가방 잃어버리다 찾다 방법,"가방을 잃어버렸는데, 분실물은 어디서 찾나요?"
BR,5323,쌍둥이 낳다 그렇다면 행복 지식 능력 더 2배,쌍둥이를 낳으면 행복과 지능은 두배이다
BR,5324,만들다 책  방문  농인  위하다  서비스  드리다,저작물을 이용하시는 농인들을 위한 서비스를 제공하고 있습니다.
BR,5325,짐 많다 하루 갚다 가능 불가능,그 많은 짐을 하루만에 갚는건 불가능해
BR,5326,남자 아들 데려가다 박물관 가다,남자는 아들을 박물관에 데리고 갔다
BR,5327,남자 생각 마지막 사망,그는 오랜 생각끝에 사망했다
BR,5328,양심 없다,양심은 없으세요?
BR,5329,남자 눈 궁금 물어보다,그의 눈은 어떤지 물어보았다
BR,5330,지하철  여기  곳,지하철 승강장은 여기에 있습니까?
BR,5331,여성  문열다  출입  싶다  신고  곳,여성출입신고를 하려고 하는데 어디서 하나요?
BR,5332,글자 뜻 좋다,아 글이 좋다
BR,5333,시합 참가 보류 자연 미루다,출전이 보류되어 미루게 되었다
BR,5334,차  맡기다  곳  여기,주차대행한 차는 여기에서 찾습니까?
BR,5335,나 너 따뜻하다 마음 불가능,난 너를 인정할 수 없어
BR,5336,살다 사람  문열다  출입  싶다  신고  어디  곳,주민출입신고를 하려고 하는데 어디서 하나요?
BR,5337,칭찬 듣다 목 말 좋다,칭찬을 들었더니 발음이 좋다
BR,5338,영어 내리다 가다,영어로 갈까요?
BR,5339,핸드폰  충전  누구  곳,휴대폰을 충전할 수 있는 곳이 누구입니까?
BR,5340,중 서다 지키다 필요,중립을 지켜야 한다
BR,5341,엄마 목소리 듣다 짜증,엄마한테 목소리를 들었더니 짜증나
BR,5342,미래 실종,미래를 잃어버리셨나요?
BR,5343,지갑 잃어버리다 실종,지갑을 잃어버렸습니다.
BR,5344,전주 목적,전주대학교로 가주세요.
BR,5345,스위치,스위치 좀 켜드릴까요?
BR,5346,카드 꼿다,카드를 매주세요.
BR,5347,아기  사용 돈  빌리다  어디  곳,요금 대여소가 어디에 있습니까?
BR,5348,따뜻하다 다가오다 소풍 시간 흐르다 원하다,봄이 오면 소풍보내고 싶어
BR,5349,자동  문열다  출입  싶다  신고  어느 시간,자동출입신고를 하려고 하는데 언제서 하나요?
BR,5350,기분 어렵다,기분이 어려우신가요?
BR,5351,정상 가능,정상 결제 되나요?
BR,5352,미안 다시 분 생기다 아니다 주의,죄송합니다 다신 이런 분이 없도록 주의하겠습니다.
BR,5353,물 이용 꽃 만들다,물로 꽃을 만들다
BR,5354,학생 공부 그만두다 물러나다 아니다 놀다 뿐,그 아이는 공부를 그만두지 않고 놀기만 한다
BR,5355,지문 불량 사용 안되다,지문 인식이 안되네요.
BR,5356,캐리어  무게  길,캐리어 무게를 재는 길은 어디인가요?
BR,5357,학교 곳 가다 원하다 길 무엇,학교로 가려면 어떻게 가나요?
BR,5358,선생님 나 자신 가르치다,선생님이 나에게 자신을 가르쳐주셨다
BR,5359,사랑 무엇,사랑이 어디에 있나요?
BR,5360,결혼 사람 잊다 쉽다 어렵다,결혼했던 사람을 잊는건 어렵다
BR,5361,아들 놀다 곳 놀다 살 잡다,아들이 놀이터에서 놀다가 살이 부러졌어요.
BR,5362,오래 동안 -때 쉬다 원하다,오랜만에 쉬고 싶어
BR,5363,갈아타다 말 맞다,갈아타는 말이 맞습니다.
BR,5364,키 작다 몸 힘 세다,키는 작아도 체력은 세다
BR,5365,택시 우편 돈 얼마,우편 요금은 얼마인가요?
BR,5366,아기  쉬다  곳  어느 시간,유아 휴게실은 언제에 있습니까?
BR,5367,개 아들 턱 수염 나다,개가 된 아들의 턱에 수염이 나기 시작했다
BR,5368,시간 다음 곳 보다 내리다,시간 지나서 내려주세요.
BR,5369,ㅈ 오늘 곳 무엇,지금은 어디에 있나요?
BR,5370,가다 오다,네. 다녀오겠습니다.
BR,5371,포기 마음 크다 그렇지만 받다 필요,포기하고 싶은 마음이 크지만 받아야 한다
BR,5372,도착 집 딱,제집에 도착하나요?
BR,5373,기 들어 올리는 것을 나타내는 동작 내리다 맞다,거기서 내려드릴까요?
BR,5374,나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 심심하다 시간 나 부르다,아빠는 심심하면 나를 부른다
BR,5375,시간 먹다 아니다 배고프다 아니다 이상하다,시간을 굶었는데도 이상하게 배가 고프지 않았다
BR,5376,항공  표  받다  그 곳,발권 카운터는 저쪽에 있나요?
BR,5377,ㅈ 세계 찾다 가다 방법,지구로 가려면 어떻게 가나요?
BR,5378,친구 놀다 시간 되다,친구들과 놀다보니 어느새 시간이 다 되었다
BR,5379,밤 나오다 -면 위험 빨리 오다,밤 늦게 나오면 위험하니 일찍 들어와
BR,5380,너무 춥다 옷 두껍다 만들다,너무 추워서 옷을 두껍게 만들었다
BR,5381,일 모임 잃어버리다,일부를 분실하였습니다.
BR,5382,아기 목 힘들다,아기가 목을 안 쉬어요.
BR,5383,쉬다 날 때문에 도움을 받다 은혜 장소 사람 많다,휴일이 되어서인지 덕분에 사람이 많다
BR,5384,지하철 문 타다 손님 핸드폰 떨어지다,지하철 승객 사이로 휴대폰이 떨어졌습니다.
BR,5385,생각 끝 쉬다 원하다,생각을 빨리 끝내고 쉬고 싶어
BR,5386,마음 안 없다,마음 안에 없나요?
BR,5387,말 곳 가다,말로 갈까요?
BR,5388,나 T 동아리 오다 새롭다 학생 반갑다 박수,저희 팀에 온 신입생 여러분을 환영합니다
BR,5389,아버지 키우다 했었다 쥐 팔다 학교 아들 보내다,아버지는 키우던 쥐를 팔아 아들을 학교에 보냈다
BR,5390,수류탄 여러 가지 없다 실종,무기를 잃어버렸습니다.
BR,5391,인간 대하여 생각,인간에 대하여 생각하다
BR,5392,돈 원하다,돈 필요하세요?
BR,5393,사람 길 곳,사람은 어디에 있나요?
BR,5394,장사 고장,장사가 안되네요.
BR,5395,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려주세요.
BR,5396,지금 카드 말 가능,지금 카드를 말할 수 있나요?
BR,5397,여행 끝 봄 빨리 다가오다,여행이 끝나면 봄이 온다
BR,5398,문 일 끼다,문에 일이 끼었어요.
BR,5399,학교 등록 되다,학교에 등록할 수 있나요?
BR,5400,아버지 실종 찾다 도움받다,아버지를 잃어버렸습니다. 도와주세요.
BR,5401,춤 전화걸다,춤을 부를까요?
BR,5402,영어 고장,영어가 안되나요?
BR,5403,놀다 물건 놓다 놀다,장난감을 놓고 놀다
BR,5404,가방  맡기다  사용  한계  몇,위탁 수하물의 사용 한도는 몇 Kg인가요?
BR,5405,소  돼지  키우다  검사  신고  어느 시간  곳,축산관계자 신고는 언제서 하나요?
BR,5406,사랑 곳곳,사랑이 어디에 있나요?
BR,5407,거짓 죽다,가사가 가장 쉬웠어요
BR,5408,빛나다 -때 책 읽다 끝,빛나는 시간에 책을 읽었어
BR,5409,사랑,사랑한가요?
BR,5410,항공  배달  어디  길,공항 내 택배를 보낼 수 있는 길이 어디입니까?
BR,5411,경찰  문열다  출입  싶다  신고  곳,경찰출입신고를 하려고 하는데 어디서 하나요?
BR,5412,핸드폰  충전  어디  집,휴대폰을 충전할 수 있는 집이 어디입니까?
BR,5413,아기  중앙  빌리다  곳,중앙 대여소가 어디에 있습니까?
BR,5414,목적 장소 곳 가다 원하다 길 무엇,목적지로 가려면 어떻게 가나요?
BR,5415,표현 사용 불가능 안되다,표현이 안되네요.
BR,5416,가방  짐들다  한도  한계  몇,위탁 수하물의 한도 한도는 몇 Kg인가요?
BR,5417,주차  1번  기 들어 올리는 것을 나타내는 동작,제1 주차장은 거기에 있습니까?
BR,5418,손을 흔드는 동작 초대,환영입니다.
BR,5419,ㅈ 오늘 -보다 사람 많다,지금보다 사람이 많이 왔네
BR,5420,벽 벽 넘어지다,벽 벽이 무너질려고 해요.
BR,5421,반지 딸 도착,공주대학교로 가주세요.
BR,5422,끝 깎다 가다,끝나고 밥 깎으러 가자
BR,5423,생각을 나타내는 동작 통하다 전 곳,동의대학교 못가서 내려주세요.
BR,5424,한국  안  다르다  나라  이륙  여기  곳,국제선 출국장이 여기에 있습니까?
BR,5425,포기 마음 크다 그렇지만 알다 필요,포기하고 싶은 마음이 크지만 알아야 한다
BR,5426,바람 저기 곳 다음 도착 내리다,바람 지나서 내려드릴까요?
BR,5427,교제 축하 가다 짐 맡다 부탁,파티에 다녀올테니 잠깐 짐 좀 맡아주세요
BR,5428,여자 놀다 저녁 되다,여자들과 놀다보니 어느새 저녁이 다 되었다
BR,5429,불행 했었다 아버지 잊다 살다 노력,불행했던 아버지는 잊고 살려한다
BR,5430,항공  배달  집  어디,공항 내 택배를 보낼 수 있는 집이 어디입니까?
BR,5431,적 손묶다 갇히다,적이 결박 당해있어요.
BR,5432,교통카드 도 되다,교통카드 도 되나요?
BR,5433,남자 (생각)거듭함을 나타내는 동작 애쓰다 마지막 대답,그는 오랜 고심끝에 대답했다
BR,5434,감사 잘 알다,어머나 고마워요 잘 알겠습니다
BR,5435,돈 잃어버리다 먹다 중에,돈을 잃어버려서 먹고 있어
BR,5436,불행 사람 살다 만나다,불행한 인생을 당하다
BR,5437,잊다 살피다 일,잊어서 감사해
BR,5438,영어 부르다 원하다,영어를 부르고 싶어
BR,5439,나 너 선택 불가능,난 너를 선택할 수 없어
BR,5440,한국 글자 뜻 사용 불가능 안되다,한글 인식이 안되나요?
BR,5441,표  직접  누르다  내  곳,셀프체크인은 내서 가능한가요?
BR,5442,소  돼지  키우다  검사  밭 일  어디  곳,축산관계자 농사는 어디서 하나요?
BR,5443,목 말 어렵다,발음이 어려웠다
BR,5444,학생 사람 돌보다 모습 어른 같다,그 학생은 조숙해서 사람을 돌보는 품이 어른같다
BR,5445,나 방 불,우리 방에 불이 났어요.
BR,5446,뜻 다르다 이혼,뜻이 달라서 이혼했다
BR,5447,몸 물건 무겁다 깔리다,몸이 무거운 물건에 깔렸어요.
BR,5448,폭격 폭발 차 트렁크열다 나르다,트렁크에 폭탄을 넣겠습니다.
BR,5449,목을 자르는 동작 숨 없다 실종,목숨을 잃어버렸습니다.
BR,5450,표현 불량 잘 안되다,표현이 안되네요.
BR,5451,배고프다 받다 뭐,배고파 뭐 받을거야
BR,5452,무지개 만나다 끝,무지개를 만났어
BR,5453,문 열다 동시에 때,문을 여는 동시에 때가 왔다
BR,5454,여기 노를 젓는 동작 배 되다,여기서 보트를  탈 수 있나요?
BR,5455,항공  짐  맡기다  그 곳,수하물보관소가 저기에 있습니까?
BR,5456,밖 상황 경찰 부르다 부탁,밖에 상황이 났어요. 경찰을 불러주세요.
BR,5457,밖 일 경찰 부르다 부탁,밖에 일이 났어요. 경찰을 불러주세요.
BR,5458,나 집 가다 때 차 타다 괜찮다,저는 집에 갈때 차를 타면 돼요
BR,5459,시장 내리다 가다,김포시장으로 갈까요?
BR,5460,당신 -보다 여자 더 마르다,당신보다 그 여자가 더 말랐어
BR,5461,남자 여행 마지막 대답,그는 오랜 여행끝에 대답했다
BR,5462,쌍둥이 태어나다 언제 다르다,쌍둥이도 생년월일이 다르다
BR,5463,핸드폰 오락 놀다,휴대폰 게임입니다.
BR,5464,아빠 아들 데려가다 낳다 곳 가다,아빠는 아들을 고향에 데리고 갔다
BR,5465,매일 저녁 운동 계획 만들다,매일 저녁 운동하기로 계획하였다
BR,5466,빛 보다 차내리다,빛이 보이면 내려드릴까요?
BR,5467,토끼 집 지키다 유명하다,토끼는 집을 잘 지키는 동물로 알려져 있다
BR,5468,나 학교 가다 때 택시 타다 괜찮다,저는 학교에 갈때 택시를 타면 돼요
BR,5469,덥다 아이스크림 타다 원하다,너무 더워서 아이스크림 타고 싶어
BR,5470,구름 저기 다음 곳,구름 지나서 내려드릴까요?
BR,5471,시내 버스 곳 맞다,시내버스정류장에서 내려드릴까요?
BR,5472,아들 놀다 곳 놀다 신발 손톱 잡다,아들이 놀이터에서 놀다가 발톱이 부러졌어요.
BR,5473,비 오다 기다리다 되다,비가 오기를 기다려야 한다
BR,5474,적 전화걸다,적을 부르세요.
BR,5475,단체 회원 각각 성격 다르다,멤버들은 각각 성격이 다르다
BR,5476,항공  짐  맡기다  곳  그 곳,수하물보관소가 저기에 있습니까?
BR,5477,물건  검사  두다  기 들어 올리는 것을 나타내는 동작  곳,코인로커가 거기에 있습니까?
BR,5478,나 집 가다 경우 택시 타다 괜찮다,저는 집에 갈경우 택시를 타면 돼요
BR,5479,택시 돈 보다,현금도 보나요?
BR,5480,오락 놀다 안 일등 하다,게임에서 일등을 하다
BR,5481,롯데월드 나가다 목적 지하철 번호,롯데월드로 나가려면 몇 호선을 타야하나요?
BR,5482,책 잃어버리다 보관 곳곳,"책을 잃어버렸는데, 분실물은 어디서 찾나요?"
BR,5483,버스 전 저기 차내리다,버스정류장 못가서 내려주세요.
BR,5484,너무 행복 집 위쪽을 막아 잇는 동작 아름답다 보다,너무 행복해서 온 천장이 아름답게 보인다
BR,5485,나 자유 하다 원하다,자유롭게 하고 싶다
BR,5486,쉬다 날 때문에 읽다 집 장소 사람 많다,휴일이 되어서인지 도서관에 사람이 많다
BR,5487,손 돈 주다 받다,팁을 주세요.
BR,5488,식사 늦다,식사시간에 늦으셨나요?
BR,5489,나 너 용서 불가능,난 너를 용서할 수 없어
BR,5490,머리카락 때문에 안경 내려가다 불편하다,머리카락 때문에 안경이 자꾸 흘러서 불편하다
BR,5491,길 지도 쓰다 찾다 가능,지도를 쓰고 찾아갈 수 있나요?
BR,5492,어느 곳 내리다 맞다,어디서 내려드릴까요?
BR,5493,중앙  빌리다  곳,중앙 대여소가 어디에 있습니까?
BR,5494,50분 소요,50분 소요 소요됩니다.
BR,5495,형 먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 필요 동생 시키다 먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 장소 보내다,형은 밥을 사오라고 동생을 서점에 보냈다
BR,5496,고속버스 타다 곳곳,고속버스정류장이 어디에 있나요?
BR,5497,도시 가운데 곳 저기 다음 곳,시내정류장 지나서 내려주세요.
BR,5498,지하철 짐 위로올리다 까먹다,지하철에 짐을 놓고 내렸습니다.
BR,5499,꿈 무엇 길,꿈은 어디에 있나요?
BR,5500,1호 분 무엇,1호선을 타는 분은 어디인가요?
BR,5501,안면 사용 불가능 안되다,안면 인식이 안되나요?
BR,5502,북 부 전 곳 저기 도착 차내리다,북부정류장 못가서 내려주세요.
BR,5503,바람 문 틈 물건 떨어지다,바람 틈 사이로 물건이 떨어졌습니다.
BR,5504,여행  정보  묻다  곳  기 들어 올리는 것을 나타내는 동작,관광안내소는 거기에 있습니까?
BR,5505,나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 잔소리 듣다 짜증,아빠한테 잔소리를 들었더니 짜증나
