Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
스페인,Noun,,,
스포츠,Noun,운동 | 체육,,
슬그머니,Adverb,,,
슬기,Noun,슬기롭다 | 지혜 | 현명,,
슬기롭다,Adjective,슬기 | 지혜 | 현명,,
슬로바키아,Noun,,,
슬로베니아,Noun,,,
슬퍼하다,Verb,슬프다 | 슬픔 | 설움,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
슬프다,Adjective,슬픔 | 슬퍼하다 | 설움,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
슬픔,Noun,슬프다 | 슬퍼하다 | 설움,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
습관,Noun,버릇,,
습기,Noun,,,
습득,Noun,줍다,,
습하다,Adjective,수분 | 물기,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
승,Noun,해내다 | 이기다 | 승리 | 낫다 | 좋다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
승강기,Noun,엘리베이터,,
승강장,Noun,플랫폼,,
승계,Noun,계승,,
승급,Noun,,,
승낙,Noun,수락 | 승인 | 허가 | 허락 | 허용,,
승려,Noun,스님,,
승리,Noun,승리하다 | 이기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
승리,Noun,해내다 | 이기다 | 승 | 낫다 | 좋다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
승리자,Noun,승자,,
승리하다,Verb,이기다 | 승리 | 제치다,경쟁 상대를,동음이의어 있음
승리하다,Verb,승리 | 이기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
승마,Noun,말,,
승부,Noun,겨루다 | 겨루기 | 경쟁 | 고사 | 고시 | 수험 | 시합 | 시험,,
승부차기,Noun,페널티킥,,
승용차,Noun,,,
승인,Noun,승낙 | 수락 | 허가 | 허락 | 허용,,
승자,Noun,승리자,,
승진,Noun,오르다,,
승차,Noun,,자동차에,
승차권,Noun,차표 | 표,,
승차장,Noun,정류장 | 정거장 | 정류소,,
승천,Noun,,,
시,Noun,,한,
시가,Noun,,,
시각,Noun,보다,,
시각장애인,Noun,소경 | 맹인 | 장님,,동음이의어 있음
시각장애인,Noun,맹인,,동음이의어 있음
시간,Noun,시,시간,동음이의어 있음
시간,Noun,한 시간,,동음이의어 있음
시계,Noun,손목시계,,
시골,Noun,촌,,
시급하다,Adjective,서두르다 | 긴급 | 독촉 | 재촉 | 응급 | 급하다,,
시기,Noun,샘 | 샘내다 | 질투,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시끄럽다,Adjective,소란 | 소요 | 소음 | 야단 | 요란,,
시내,Noun,개울 | 산천,,
시누이,Noun,,,
시다,Adjective,,,
시대,Noun,때 | 경우 | 시기 | 시절 | 무렵 | 즈음,,
시댁,Noun,시집,,
시도,Noun,해보다 | 보이다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시동생,Noun,,,
시름,Noun,걱정 | 근심 | 상심 | 염려 | 우수 | 괴롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시리아,Noun,,,
시모,Noun,시어머니,,
시무룩하다,Adjective,우울 | 울상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시민,Noun,,,
시발,Noun,시작 | 개시 | 개최 | 거행 | 착수 | 출발 | 열다 | 이행 | 하수,,
시방,Adverb,지금 | 갓 | 이제 | 인제 | 현재,,
시부,Noun,시아버지,,
시부모,Noun,,,
시비,Noun,,,
시선,Noun,눈길 | 바라보다 | 응시하다 | 쳐다보다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시설,Noun,,,
시시하다,Adjective,,,
시아버지,Noun,시부,,
시아주버니,Noun,,,
시야,Noun,,,
시어머니,Noun,시모,,
시원하다,Adjective,평화 | 화평,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시월,Noun,,,
시위,Noun,데모,,
시인,Noun,,,
시작,Noun,개시 | 개최 | 거행 | 시발 | 착수 | 출발 | 열다 | 이행 | 하수,,
시장,Noun,고프다 | 굶다 | 배고프다,,동음이의어 있음
시장,Noun,장사 | 가게 | 상점,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
시절,Noun,계절 | 사계 | 사계절 | 사철 | 철 | 철기,,
시집,Noun,시댁,,
시집가다,Verb,출가,,
시청,Noun,,,
시치미떼다,Verb,모르는 척하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
시치미를 떼다,Verb,,,
시키다,Verb,지시 | 하여금,,동음이의어 있음
시키다,Verb,처분 | 부리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
시합,Noun,경기,,동음이의어 있음
시합,Noun,겨루다 | 겨루기 | 경쟁 | 고사 | 고시 | 수험 | 승부 | 시험,,동음이의어 있음
시험,Noun,겨루다 | 겨루기 | 경쟁 | 고사 | 고시 | 수험 | 승부 | 시합,,
식,Noun,축하 | 잔치 | 행사 | 파티,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
식구,Noun,가족 | 세대 | 가구,,
식당,Noun,음식점,,
식빵,Noun,,,
식사,Noun,먹다,,
식장,Noun,,,
식탁,Noun,밥상 | 진짓상,,
신,Determiner,신선하다 | 새롭다 | 새,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
신,Noun,신발,,동음이의어 있음
신경,Noun,생각 | 견해 | 사고 | 의견 | 의사 | 의식 | 여기다,,
신경질,Noun,짜증,,
신고,Noun,,,
신기록,Noun,,,
신기하다,Adjective,교묘하다 | 묘하다 | 오묘하다 | 이상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
신나다,Adjective,,,
신년,Noun,새해,,
신도시,Noun,,,
신라,Noun,,,
신뢰,Noun,믿다 | 믿음 | 신용,,
신문,Noun,,,
신문사,Noun,,,
신발,Noun,신,,
신부,Noun,,,
신사,Noun,,,
신선하다,Adjective,새롭다 | 새 | 신,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
신속,Noun,곧 | 금명간 | 이르다 | 냉큼 | 빨리 | 속히 | 썩 | 어서 | 얼른 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
신용,Noun,믿다 | 믿음 | 신뢰,,
신용카드,Noun,,,
신의주,Noun,,,
신장,Noun,키 | 몸높이 | 체고,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
신중,Noun,경계 | 조심 | 주의 | 준수 | 지키다,,
신청,Noun,주문,,
신체,Noun,혼신 | 온몸 | 몸 | 동체 | 몸뚱이 | 몸체,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
신체적 장애,Noun,지체장애,,
신호등,Noun,,,
실각,Noun,,,
실격,Noun,떨어지다 | 지다 | 패배하다 | 패하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
실구,Noun,말실수 | 실언 | 실어,,
실망,Noun,낙담 | 낙망 | 낙심 | 절망 | 좌절,,
실명,Noun,맹,,
실수,Noun,,,
실습,Noun,,,
실어,Noun,말실수 | 실언 | 실구,,
실언,Noun,말실수 | 실구 | 실어,,
실업,Noun,,,동음이의어 있음
실업,Noun,놀다,,동음이의어 있음
실업자,Noun,실직자,,
실정,Noun,실제 | 실태 | 현실,,
실제,Noun,실정 | 실태 | 현실,,
실직자,Noun,실업자,,
실천,Noun,,,
실컷,Adverb,만족 | 여유 | 자신 | 충족 | 넉넉하다 | 늠름하다 | 당당하다 | 떳떳하다 | 충분하다 | 푸짐하다 | 풍부하다 | 듬뿍,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
실태,Noun,실제 | 실정 | 현실,,
실패,Noun,,,
실험,Noun,,화학,
싫다,Adjective,거부 | 거절 | 난색,,
싫어하다,Verb,싫다,,
심각하다,Adjective,굉장하다 | 심하다,,
심다,Verb,,,
심령,Noun,혼령 | 영혼 | 혼,,
심리,Noun,마음 | 심정,,
심문,Noun,공박 | 문초 | 추궁 | 캐어묻다,,
심부름,Noun,노비 | 노예,,
심심하다,Adjective,,,
심장,Noun,,,
심정,Noun,마음 | 심리,,
심판,Noun,재판 | 사법,,
심하다,Adjective,굉장하다 | 심각하다,,
심호흡,Noun,호흡 | 공기 | 냄새 | 대기 | 목숨 | 생명 | 수 | 수명 | 숨 | 숨결 | 숨쉬다,,
십,Numeral,열,,
십구,Numeral,열아홉,,
십만,Numeral,,,
십사,Numeral,열넷,,
십삼,Numeral,열셋,,
십오,Numeral,열다섯,,
십육,Numeral,열여섯,,
십이,Numeral,열둘,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
십이월,Noun,,,
십일,Numeral,열하나,,
십일월,Noun,,,
십자가,Noun,,,
십칠,Numeral,열일곱,,
십팔,Numeral,열여덟,,
싱가포르,Noun,,,
싱겁다,Adjective,,,
싶다,Auxiliary Adjective,내키다 | 원하다 | 바라다 | 소원 | 바람 | 욕구 | 염원 | 원,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
싶다,Auxiliary Adjective,갈급,,동음이의어 있음
싸다,Verb,,,
싸우다,Verb,격투 | 싸움 | 투쟁,,
싸움,Noun,싸우다 | 격투 | 투쟁,,
쌀,Noun,,,
쌀밥,Noun,,,
쌍,Noun,반려 | 짝 | 함께 | 과,,
쌍둥이,Noun,쌍생아,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
쌍생아,Noun,쌍둥이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
쌓다,Verb,쌓이다,,
쌓이다,Verb,쌓다,,
썩,Adverb,곧 | 금명간 | 신속 | 이르다 | 냉큼 | 빨리 | 속히 | 어서 | 얼른 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
썩 잘하다,Adverb Phrase,,,
썩다,Verb,낡다 | 부패 | 묵다 | 헌,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
썰매,Noun,,,
쏘다,Verb,대포 | 발사 | 포,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
쏘다,Verb,권총 | 총 | 당기다,,동음이의어 있음
쓰기,Noun,필기 | 쓰다 | 적다 | 저술 | 서술,,
쓰다,Verb,필기 | 적다 | 쓰기 | 저술 | 서술,,동음이의어 있음
쓰다,Adjective,,맛이,동음이의어 있음
쓰다듬다,Verb,아부 | 아첨 | 달래다 | 맞추다 | 어루만지다 | 비위맞추다,,
쓰러지다,Verb,넘어지다,,
쓸다,Verb,빗자루 | 비,,
쓸데없다,Adjective,소용없다 | 쓸모없다 | 필요 없다,,
쓸모없다,Adjective,소용없다 | 쓸데없다 | 필요 없다,,
쓸쓸하다,Adjective,외롭다 | 고독,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
씨,Noun,씨앗 | 종자,,
씨름,Noun,,,
씨앗,Noun,씨 | 종자,,
씩씩하다,Adjective,,,
씻다,Verb,닦다 | 세면 | 세수 | 세안,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아가,Noun,며느리 | 자부,,
아가씨,Noun,처녀,,
아기,Noun,갓난아기 | 갓난아이 | 영아 | 젖먹이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아까,Adverb,전 | 전에 | 이전,,
아까시나무,Noun,아카시아,,
아깝다,Adjective,,,
아끼다,Verb,,,
아나운서,Noun,,,
아내,Noun,마누라 | 미시즈 | 배우자 | 부인 | 처,,
아니,Adverb,아니다,,
아니꼽다,Adjective,역겹다,,
아니다,Adjective,아니,,
아득하다,Adjective,요연하다,,
아들,Noun,,,
아래,Noun,이하 | 후배 | 하류 | 하 | 밑,,
아래다,Noun,한 살 아래,나이 (보통 '아래이다' 형태로 쓰이며 | '아래'는 명사),
아랫사람,Noun,,,
아뢰다,Verb,보고,,
아르메니아,Noun,,,
아르바이트,Noun,,,
아르헨티나,Noun,,,
아름답다,Adjective,미,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아리송하다,Adjective,알 수 없다 | 이해가 안 되다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아마,Adverb,아마도 | ㄹ 것이다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아마도,Adverb,아마 | ㄹ 것이다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아메리카,Noun,미국 | 미합중국,,
아멘,Exclamation,,,
아무,Determiner,어느 | 무엇 | 어떤 | 무슨 | 뭐 | 어디,,
아무나,Pronoun,,,
아물거리다,Verb,애매하다 | 가물거리다 | 가물대다 | 불분명하다 | 막연하다 | 묘연하다 | 흐리다 | 희미하다 | 모호 | 불확실 | 어렴풋이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아버지,Noun,아빠 | 부 | 부친 | 아비,,
아부,Noun,아첨 | 달래다 | 맞추다 | 쓰다듬다 | 어루만지다 | 비위맞추다,,
아비,Noun,아빠 | 부 | 부친 | 아버지,,
아빠,Noun,부 | 부친 | 아비 | 아버지,,
아시아,Noun,,,
아우성,Noun,고함 | 비명 | 부르짖다 | 외치다 | 지르다 | 소리를 지르다 | 소리치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아울러,Adverb,함께 | 같이 | 동반 | 랑 | 더불다 | -끼리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아이,Noun,어린이 | 새끼 | 어린아이 | 소아,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아이고,Exclamation,,,
아이디어,Noun,,,
아이스케이크,Noun,,,
아이스크림,Noun,,,
아이슬란드,Noun,,,
아일랜드,Noun,,,
아주,Adverb,크다 | 꽤 | 매우 | 몹시 | 무척 | 대 | 대단히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
아직,Adverb,미- | 미처,,
아찔하다,Adjective,,,
아차,Exclamation,,,
아첨,Noun,아부 | 달래다 | 맞추다 | 쓰다듬다 | 어루만지다 | 비위맞추다,,
아침,Noun,일출 | 동 | 돋다,해가,
아카시아,Noun,아까시나무,,
아카시아 꽃,Noun,,,
아파트,Noun,,,
아편,Noun,마약 | 중독 | 탐닉,,
아프다,Adjective,편찮다,,
아프리카,Noun,,,
아홉,Numeral,구,,
아흔,Numeral,구십,,
악,Noun,나쁘다 | 못되다 | 악하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
악마,Noun,귀신 | 마귀 | 사탄 | 유령,,
악어,Noun,,,
악인,Noun,,,
악취,Noun,나쁜 냄새,,
악하다,Adjective,나쁘다 | 악 | 못되다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
안,Noun,내부 | 이내 | 내용 | 속,,
안 보이다,Verb,,,
안간힘,Noun,노력 | 공들이다 | 애쓰다 | 힘쓰다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
안개,Noun,,,
안경,Noun,,,
안과,Noun,,,
안내,Noun,어서 들어오세요 | 어서 오세요,,동음이의어 있음
안내,Noun,데려가다 | 인도 | 인솔 | 데리다 | 이끌다,,동음이의어 있음
안내소,Noun,,,
안내원,Noun,안내인,,
안내인,Noun,안내원,,
안녕,Noun,안부,,
안녕하세요,Exclamation,안녕하십니까 | 안녕히 가십시오 | 안녕히 계세요,,
안녕하십니까,Exclamation,안녕하세요 | 안녕히 가십시오 | 안녕히 계세요,,
안녕히 가십시오,Exclamation,안녕하세요 | 안녕하십니까 | 안녕히 계세요,,
안녕히 계세요,Exclamation,안녕하세요 | 안녕하십니까 | 안녕히 가십시오,,
안다,Verb,포옹 | 품 | 껴안다 | 끌어안다 | 품다,,
안되다,Verb,,,
안면,Noun,얼굴 | 낯,,
안부,Noun,안녕,,
안식,Noun,푹 | 편안 | 평안 | 편하다 | 안정 | 안심,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
안식소,Noun,안식처,,
안식처,Noun,안식소,,
안심,Noun,푹 | 안식 | 편안 | 평안 | 편하다 | 안정,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
안심,Noun,안전 | 안정,,동음이의어 있음
안전,Noun,안심 | 안정,,
안정,Noun,안심 | 안전,,동음이의어 있음
안정,Noun,푹 | 안식 | 편안 | 평안 | 편하다 | 안심,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
안주,Noun,,,
안쪽,Noun,속 | 내부 | 안,,
안타깝다,Adjective,서운하다 | 섭섭하다 | 애석 | 애타다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
안팎,Noun,내외,,
앉다,Verb,지위,,
않다,Auxiliary Verb/Adjective,아니다, (보조 용언),
알,Noun,계란 | 달걀,,
알 수 없다,Verb,이해가 안 되다 | 아리송하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
알다,Verb,,,
알리다,Verb,통보,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
알맞다,Adjective,적정 | 적당하다 | 적절하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
알맞다,Adjective,마침 | 딱 맞다,,동음이의어 있음
알몸,Noun,맨몸 | 나체,나체의,
알바니아,Noun,,,
알사탕,Noun,사탕 | 캔디,,
알아듣다,Verb,,,
알아맞히다,Verb,관철 | 관통 | 꿰뚫다,,
알아보다,Verb,,,
알아서 하다,Verb,,,
알아차리다,Verb,,,
알제리,Noun,,,
알코올,Noun,술,,
앓다,Verb,질병 | 병 | 병환 | 질환,,
암기,Noun,기억 | 외다 | 외우다,,
암수,Noun,남녀 | 자웅,,
암흑,Noun,깜깜하다 | 캄캄하다,,
압류,Noun,차압,,
압박,Noun,탄압 | 억압,,
압수,Noun,박탈 | 추징 | 낚아채다 | 빼앗다 | 잡아채다 | 파리,,
앞,Noun,앞쪽 | 전면 | 전방,,
앞길,Noun,미래 | 다음 | 앞날 | 장래 | 장차 | 향후,,
앞날,Noun,미래 | 다음 | 앞길 | 장래 | 장차 | 향후,,
앞당기다,Verb,당기다 | 잡아당기다,,
앞서다,Verb,선두 | 앞장,,동음이의어 있음
앞서다,Verb,나서다 | 선두 | 앞장 | 앞장서다,,동음이의어 있음
앞장,Noun,선두 | 앞서다,,동음이의어 있음
앞장,Noun,나서다 | 선두 | 앞서다 | 앞장서다,,동음이의어 있음
앞장서다,Verb,나서다 | 선두 | 앞서다 | 앞장,,
앞지르기,Noun,추월,,
앞쪽,Noun,앞 | 전면 | 전방,,
애국가,Noun,,,
애국자,Noun,,,
애매하다,Adjective,가물거리다 | 가물대다 | 불분명하다 | 막연하다 | 묘연하다 | 아물거리다 | 흐리다 | 희미하다 | 모호 | 불확실 | 어렴풋이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
애석,Noun,서운하다 | 섭섭하다 | 안타깝다 | 애타다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
애쓰다,Verb,노력 | 안간힘 | 공들이다 | 힘쓰다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
애인,Noun,연인,,
애처가,Noun,,,
애처롭다,Adjective,불쌍하다 | 가련하다 | 가엾다 | 측은하다 | 자비,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
애타다,Adjective,서운하다 | 섭섭하다 | 안타깝다 | 애석,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
앨범,Noun,사진첩,,
앰뷸런스,Noun,구급차 | 응급차,,
야구,Noun,타자,,
야단,Noun,소란 | 소요 | 소음 | 요란 | 시끄럽다,,
야단치다,Verb,꾸짖다 | 나무라다 | 가책 | 구박 | 꾸중 | 꾸지람 | 책망 | 핍박 | 힐책,,
야만인,Noun,,,
야위다,Verb,마르다 | 여위다 | 수척하다,,
약,Adverb,대략 | 대강 | 대충,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
약간,Adverb,작다 | 다소 | 조금 | 약소하다 | 자그마하다 | 적다 | 조그마하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
약국,Noun,약방,,
약방,Noun,약국,,
약사,Noun,약제사,,
약소하다,Adjective,작다 | 다소 | 약간 | 조금 | 자그마하다 | 적다 | 조그마하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
약속,Noun,꼭 | -야 | 필수 | 필시,,
약어,Noun,준말,,
약자,Noun,,,
약제사,Noun,약사,,
약하다,Adjective,,,
얄밉다,Adjective,미움 | 미워하다 | 밉다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
얌체,Noun,,,
양,Noun,,,
양말,Noun,,,
양보,Noun,,,
양분,Noun,영양 | 영양분 | 자양분,,
양성,Noun,가꾸다 | 기르다 | 배양 | 양육 | 육성 | 키우다,,
양성평등,Noun,남녀평등,,
양식,Noun,,,
양심,Noun,,,
양어장,Noun,,,
양육,Noun,가꾸다 | 기르다 | 배양 | 양성 | 육성 | 키우다,,
양장,Noun,,,
양중,Noun,봄,,
양초,Noun,초,,
양치,Noun,양치질,,
양치질,Noun,양치,,
양친,Noun,부모님 | 부모 | 어버이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
양파,Noun,,,
양해,Noun,이해 | 납득,,
어긋나다,Verb,엇갈리다,,
어기다,Verb,,,동음이의어 있음
어기다,Verb,반발 | 반항 | 불복 | 불순종 | 저항,,동음이의어 있음
어깨,Noun,,,
어느,Determiner,무엇 | 어떤 | 무슨 | 뭐 | 아무 | 어디,,
어느덧,Adverb,벌써 | 삽시간 | 어느새 | 어언간 | 이미,,
어느새,Adverb,벌써 | 삽시간 | 어느덧 | 어언간 | 이미,,
어둠,Noun,밤 | 어둡다 | 껌껌하다 | 깜깜하다 | 캄캄하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어둡다,Adjective,밤 | 껌껌하다 | 어둠 | 깜깜하다 | 캄캄하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어디,Pronoun,어느 | 무엇 | 어떤 | 무슨 | 뭐 | 아무,,동음이의어 있음
어디,Pronoun,,,동음이의어 있음
어떤,Determiner,어느 | 무엇 | 무슨 | 뭐 | 아무 | 어디,,
어떻게,Adverb,어찌,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어려워하다,Verb,난항 | 어렵다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어렴풋이,Adverb,애매하다 | 가물거리다 | 가물대다 | 불분명하다 | 막연하다 | 묘연하다 | 아물거리다 | 흐리다 | 희미하다 | 모호 | 불확실,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어렵다,Adjective,난항 | 어려워하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어루만지다,Verb,아부 | 아첨 | 달래다 | 맞추다 | 쓰다듬다 | 비위맞추다,,
어르신,Noun,성인 | 어른,,
어른,Noun,성인 | 어르신,,
어리다,Adjective,,,
어리석다,Adjective,미련,,
어린아이,Noun,어린이 | 새끼 | 아이 | 소아,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어린이,Noun,새끼 | 아이 | 어린아이 | 소아,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어린이날,Noun,,,
어림없다,Adjective,,,
어마어마하다,Adjective,,,
어머,Exclamation,,,
어머니,Noun,모친 | 어미 | 엄마,,
어미,Noun,어머니 | 모친 | 엄마,,
어민,Noun,어부,,
어버이,Noun,부모님 | 부모 | 양친,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어부,Noun,어민,,
어색하다,Adjective,,,
어서,Adverb,곧 | 금명간 | 신속 | 이르다 | 냉큼 | 빨리 | 속히 | 썩 | 얼른 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어서 들어오세요,Exclamation,안내 | 어서 오세요,,
어서 오세요,Exclamation,안내 | 어서 들어오세요,,
어언간,Adverb,벌써 | 삽시간 | 어느덧 | 어느새 | 이미,,
어울리다,Verb,,,
어울리지 않다,Adjective Phrase,맞지 않다 | 적합하지 않다 | 조화롭지 않다,,
어이없다,Adjective,어처구니없다 | 기막히다 | 억울하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어저께,Noun,어제 | 작일,,
어제,Noun,어저께 | 작일,,
어지럼증,Noun,현기증,,
어지럽다,Adjective,,,
어질다,Adjective,,,
어째서,Adverb,왜,,
어쩔 수 없다,Adjective,하릴없다,,
어찌,Adverb,어떻게,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어처구니없다,Adjective,기막히다 | 어이없다 | 억울하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
어치,Dependent Noun,만큼 | 정도 | -쯤,,
어휘,Noun,,,
억,Numeral,,,
억류,Noun,,,
억세다,Adjective,강하다 | 견고하다 | 굳다 | 단단하다 | 딱딱하다 | 공고하다 | 세다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
억압,Noun,탄압 | 압박,,
억울하다,Adjective,어처구니없다 | 기막히다 | 어이없다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
억제,Noun,참다 | 견디다 | 인내 | 자제,,
억지,Noun,강제 | 형벌 | 징계 | 꼬집다 | 벌 | 징벌,,
억지로,Adverb,무리 | 제재,,
언니,Noun,,,
언덕,Noun,구릉,,
언뜻,Adverb,문득,,
언성,Noun,목소리 | 음성 | 발음 | 목청 | 부르다,,
언어,Noun,말 | 말하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
언쟁,Noun,말다툼 | 말싸움 | 설전 | 입씨름,,
언제,Pronoun,날짜 | 날 | 일자,,
언제나,Adverb,날마다 | 나날 | 매번 | 매일 | 수시 | 일상 | 늘 | 매양 | 번번이 | 항상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
얻다,Verb,받다 | 타다,,
얻어맞다,Verb,,,
얼결,Noun,얼떨결,,
얼굴,Noun,낯 | 안면,,
얼다,Verb,동결,,
얼떨결,Noun,얼결,,
얼른,Adverb,곧 | 금명간 | 신속 | 이르다 | 냉큼 | 빨리 | 속히 | 썩 | 어서 | 이내 | 일찍 | 일찍이 | -자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
얼마,Pronoun,몇 | 개수,,
얼음,Noun,얼음장,,
얼음장,Noun,얼음,,
엄마,Noun,어머니 | 모친 | 어미,,
엄숙하다,Adjective,위엄,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
엄하다,Adjective,,,
업무상 과실 치상죄,Noun,,,
업신여기다,Verb,경멸 | 깔보다 | 멸시,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
없다,Adjective,불가능,불가능,
없애다,Verb,매진 | 고갈 | 소모 | 동나다 | 매진되다 | 바닥나다 | 다 팔리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
없어지다,Verb,,,
엇갈리다,Verb,어긋나다,,
엉덩이,Noun,궁둥이 | 볼기 | 히프,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
엉뚱하다,Adjective,,,
엉망,Noun,엉터리,,
엉터리,Noun,엉망,,
에스컬레이터,Noun,,,
에어컨,Noun,냉방,,
에워싸다,Verb,감싸다 | 둘러싸다,,
에콰도르,Noun,,,
에티켓,Noun,도의 | 예의,,
엑스레이,Noun,엑스선,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
엑스선,Noun,엑스레이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
엔진,Noun,,,
엘리베이터,Noun,승강기,,
엘살바도르,Noun,,,
엘에이,Noun,로스앤젤레스,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여,Noun,여자 | 여성,,
여관,Noun,,,
여기,Pronoun,이곳 | 이쪽 | 이거 | 이것,,
여기다,Verb,생각 | 견해 | 사고 | 신경 | 의견 | 의사 | 의식,,
여덟,Numeral,팔,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여동생,Noun,누이 | 누이동생,,
여드름,Noun,,,
여든,Numeral,팔십,,
여러,Determiner,들 | 여러가지,,
여러 가지,Determiner,온갖 | 가지가지 | 갖가지,,
